anime_id,signal_type,strength
65,popularity,0.0004578754578754579
65,favorites,485.0
65,score,7.61
66,popularity,0.0015772870662460567
66,favorites,9059.0
66,score,8.07
67,popularity,0.0007385524372230429
67,favorites,1457.0
67,score,7.53
68,popularity,0.00102880658436214
68,favorites,1840.0
68,score,7.31
69,popularity,0.00015142337976983646
69,favorites,15.0
69,score,6.3
71,popularity,0.002109704641350211
71,favorites,4453.0
71,score,7.59
72,popularity,0.0011185682326621924
72,favorites,3005.0
72,score,8.01
73,popularity,0.000992063492063492
73,favorites,1298.0
73,score,7.91
74,popularity,0.00044483985765124553
74,favorites,1509.0
74,score,7.64
75,popularity,0.00029231218941829873
75,favorites,275.0
75,score,7.25
76,popularity,0.0004562043795620438
76,favorites,1081.0
76,score,7.41
77,popularity,0.00034106412005457026
77,favorites,1013.0
77,score,7.95
79,popularity,0.0010718113612004287
79,favorites,1480.0
79,score,7.0
80,popularity,0.0005730659025787965
80,favorites,2589.0
80,score,7.77
81,popularity,0.0004078303425774878
81,favorites,1194.0
81,score,7.99
82,popularity,0.00034002040122407346
82,favorites,1186.0
82,score,8.0
83,popularity,0.00016608536787908985
83,favorites,5.0
83,score,6.74
84,popularity,0.0002880184331797235
84,favorites,274.0
84,score,7.21
85,popularity,0.0003885003885003885
85,favorites,2608.0
85,score,7.89
86,popularity,0.0002853067047075606
86,favorites,201.0
86,score,6.68
87,popularity,0.00030921459492888067
87,favorites,584.0
87,score,7.69
88,popularity,0.00024342745861733204
88,favorites,88.0
88,score,6.59
89,popularity,0.00022593764121102577
89,favorites,157.0
89,score,6.71
90,popularity,0.0006325110689437065
90,favorites,2448.0
90,score,7.66
91,popularity,0.00028951939779965256
91,favorites,180.0
91,score,7.73
92,popularity,0.00025201612903225806
92,favorites,237.0
92,score,7.34
93,popularity,0.0006802721088435374
93,favorites,3709.0
93,score,7.73
94,popularity,0.0004710315591144607
94,favorites,1150.0
94,score,7.17
95,popularity,0.0003002101471029721
95,favorites,1206.0
95,score,7.8
96,popularity,0.00035739814152966406
96,favorites,1105.0
96,score,7.58
97,popularity,0.0006868131868131869
97,favorites,1927.0
97,score,7.78
98,popularity,0.0004873294346978557
98,favorites,1148.0
98,score,7.39
99,popularity,0.0002977963073257892
99,favorites,312.0
99,score,7.27
100,popularity,0.00033921302578018993
100,favorites,462.0
100,score,7.15
101,popularity,0.0011235955056179776
101,favorites,2713.0
101,score,7.27
102,popularity,0.000449034575662326
102,favorites,563.0
102,score,7.43
103,popularity,0.000177430801987225
103,favorites,103.0
103,score,7.41
104,popularity,0.000333000333000333
104,favorites,498.0
104,score,7.17
105,popularity,0.00020491803278688525
105,favorites,47.0
105,score,6.38
106,popularity,0.00033467202141900936
106,favorites,831.0
106,score,7.56
107,popularity,0.0002521432173474534
107,favorites,212.0
107,score,7.17
108,popularity,0.00016061676839062
108,favorites,27.0
108,score,7.23
109,popularity,0.0003598416696653472
109,favorites,241.0
109,score,6.77
110,popularity,0.00019149751053236308
110,favorites,123.0
110,score,7.59
111,popularity,0.0001820830298616169
111,favorites,66.0
111,score,6.87
112,popularity,0.00013986013986013986
112,favorites,4.0
112,score,4.82
113,popularity,0.00020938023450586265
113,favorites,129.0
113,score,7.32
114,popularity,0.0005868544600938967
114,favorites,1744.0
114,score,7.88
115,popularity,0.00015827793605571383
115,favorites,10.0
115,score,6.76
116,popularity,0.00018521948508983145
116,favorites,41.0
116,score,6.93
117,popularity,0.00019387359441644047
117,favorites,109.0
117,score,7.24
118,popularity,0.00014297969688304262
118,favorites,6.0
118,score,6.76
119,popularity,0.0002442598925256473
119,favorites,50.0
119,score,6.49
120,popularity,0.0022935779816513763
120,favorites,9898.0
120,score,7.69
121,popularity,0.011627906976744186
121,favorites,26685.0
121,score,8.11
122,popularity,0.000473260766682442
122,favorites,1897.0
122,score,7.93
123,popularity,0.0005081300813008131
123,favorites,2150.0
123,score,7.6
124,popularity,0.00018268176835951772
124,favorites,38.0
124,score,6.78
125,popularity,0.00024449877750611245
125,favorites,26.0
125,score,6.41
126,popularity,0.00023094688221709007
126,favorites,86.0
126,score,6.83
127,popularity,0.00020064205457463884
127,favorites,62.0
127,score,6.9
128,popularity,0.000149678191887442
128,favorites,21.0
128,score,6.73
129,popularity,0.00031318509238960227
129,favorites,799.0
129,score,7.54
130,popularity,0.0002461841457410143
130,favorites,122.0
130,score,7.36
131,popularity,0.0002043318348998774
131,favorites,49.0
131,score,7.37
132,popularity,0.0005094243504839531
132,favorites,910.0
132,score,7.56
133,popularity,0.0004901960784313725
133,favorites,233.0
133,score,6.12
134,popularity,0.0007396449704142012
134,favorites,1232.0
134,score,7.38
135,popularity,0.000572737686139748
135,favorites,2537.0
135,score,8.07
136,popularity,0.002617801047120419
136,favorites,11979.0
136,score,8.43
137,popularity,0.0005307855626326964
137,favorites,439.0
137,score,8.31
138,popularity,0.0006675567423230974
138,favorites,320.0
138,score,8.18
139,popularity,0.0005945303210463733
139,favorites,258.0
139,score,8.25
141,popularity,0.00015860428231562253
141,favorites,11.0
141,score,6.04
142,popularity,0.00031867431485022306
142,favorites,554.0
142,score,7.46
143,popularity,0.000361271676300578
143,favorites,723.0
143,score,6.8
144,popularity,0.00034458993797381116
144,favorites,227.0
144,score,7.05
145,popularity,0.0009124087591240876
145,favorites,2864.0
145,score,7.59
146,popularity,0.0003287310979618672
146,favorites,163.0
146,score,6.69
147,popularity,0.000574052812858783
147,favorites,1095.0
147,score,7.16
148,popularity,0.00014374011786689664
148,favorites,11.0
148,score,6.55
149,popularity,0.0005659309564233164
149,favorites,1296.0
149,score,6.7
150,popularity,0.0014925373134328358
150,favorites,4494.0
150,score,7.6
151,popularity,0.00023153507756425097
151,favorites,209.0
151,score,7.14
152,popularity,0.00022920009168003668
152,favorites,142.0
152,score,7.24
153,popularity,0.0006321112515802782
153,favorites,2624.0
153,score,8.01
154,popularity,0.0014347202295552368
154,favorites,3736.0
154,score,7.73
155,popularity,0.0002621231979030144
155,favorites,143.0
155,score,6.56
156,popularity,0.0003966679888932963
156,favorites,779.0
156,score,7.38
157,popularity,0.0005698005698005698
157,favorites,507.0
157,score,6.92
158,popularity,0.0003606202668589975
158,favorites,726.0
158,score,7.27
159,popularity,0.00018705574261129816
159,favorites,42.0
159,score,6.25
160,popularity,0.0006013229104028864
160,favorites,1257.0
160,score,7.57
161,popularity,0.00031887755102040814
161,favorites,279.0
161,score,7.28
162,popularity,0.000206058108386565
162,favorites,92.0
162,score,6.92
163,popularity,0.00013640703860319192
163,favorites,20.0
163,score,6.46
164,popularity,0.009345794392523364
164,favorites,23822.0
164,score,8.67
165,popularity,0.0005065856129685917
165,favorites,1019.0
165,score,7.37
166,popularity,0.0005382131324004305
166,favorites,723.0
166,score,7.43
167,popularity,0.0004363001745200698
167,favorites,439.0
167,score,7.36
168,popularity,0.0003937007874015748
168,favorites,689.0
168,score,7.35
169,popularity,0.000663129973474801
169,favorites,700.0
169,score,6.78
170,popularity,0.0012300123001230013
170,favorites,7980.0
170,score,8.55
171,popularity,0.00012373174956693887
171,favorites,10.0
171,score,6.24
173,popularity,0.0002618486514794449
173,favorites,171.0
173,score,7.18
174,popularity,0.000731528895391368
174,favorites,629.0
174,score,6.86
175,popularity,0.00022598870056497175
175,favorites,51.0
175,score,6.58
176,popularity,0.00012823800974608873
176,favorites,7.0
176,score,6.08
177,popularity,0.0008665511265164644
177,favorites,2063.0
177,score,7.51
178,popularity,0.0002405002405002405
178,favorites,150.0
178,score,7.15
179,popularity,0.00011506155793349442
179,favorites,3.0
179,score,6.61
180,popularity,0.00039840637450199205
180,favorites,443.0
180,score,7.15
181,popularity,0.0003081664098613251
181,favorites,123.0
181,score,7.37
182,popularity,0.0006472491909385113
182,favorites,2269.0
182,score,7.65
183,popularity,0.00017027073046143367
183,favorites,80.0
183,score,7.35
184,popularity,0.00019376089905057158
184,favorites,48.0
184,score,6.32
185,popularity,0.001644736842105263
185,favorites,13653.0
185,score,8.36
186,popularity,0.0009416195856873823
186,favorites,1193.0
186,score,8.19
187,popularity,0.0007462686567164179
187,favorites,717.0
187,score,7.91
188,popularity,9.664637092877162e-05
188,favorites,11.0
188,score,6.14
189,popularity,0.0010204081632653062
189,favorites,1526.0
189,score,7.09
190,popularity,0.0003965107057890563
190,favorites,87.0
190,score,7.2
191,popularity,0.00031735956839098697
191,favorites,48.0
191,score,7.3
192,popularity,0.00030156815440289503
192,favorites,22.0
192,score,7.17
193,popularity,0.00043308791684711995
193,favorites,237.0
193,score,6.72
194,popularity,0.00026001040041601667
194,favorites,127.0
194,score,7.47
195,popularity,0.0006925207756232687
195,favorites,1004.0
195,score,7.08
196,popularity,0.0004137360364087712
196,favorites,189.0
196,score,6.8
197,popularity,0.00021026072329688813
197,favorites,53.0
197,score,6.49
198,popularity,0.0004952947003467063
198,favorites,636.0
198,score,7.29
199,popularity,0.022222222222222223
199,favorites,34738.0
199,score,8.77
200,popularity,0.00022158209616662973
200,favorites,154.0
200,score,7.41
201,popularity,0.00023228803716608595
201,favorites,150.0
201,score,7.19
202,popularity,0.0013020833333333333
202,favorites,5911.0
202,score,7.79
203,popularity,0.0001383508577753182
203,favorites,38.0
203,score,6.72
204,popularity,0.00021949078138718174
204,favorites,34.0
204,score,6.05
205,popularity,0.00909090909090909
205,favorites,40491.0
205,score,8.52
206,popularity,0.00024912805181863477
206,favorites,145.0
206,score,7.11
207,popularity,0.0004046944556859571
207,favorites,791.0
207,score,7.31
208,popularity,0.0003572704537334762
208,favorites,365.0
208,score,7.6
209,popularity,0.0003541076487252125
209,favorites,445.0
209,score,7.52
210,popularity,0.0010245901639344263
210,favorites,4634.0
210,score,7.77
211,popularity,0.00010074551682450131
211,favorites,11.0
211,score,6.18
212,popularity,0.00020242914979757084
212,favorites,158.0
212,score,6.85
213,popularity,0.00010271158586688578
213,favorites,3.0
213,score,5.96
214,popularity,9.214891264283081e-05
214,favorites,3.0
214,score,6.1
215,popularity,9.411764705882353e-05
215,favorites,2.0
215,score,6.18
216,popularity,9.616309260505818e-05
216,favorites,1.0
216,score,5.82
217,popularity,9.730466089325679e-05
217,favorites,13.0
217,score,6.27
218,popularity,0.000315059861373661
218,favorites,500.0
218,score,7.49
219,popularity,0.00017930787161556393
219,favorites,33.0
219,score,6.72
220,popularity,9.425070688030161e-05
220,favorites,12.0
220,score,5.65
221,popularity,0.0002455795677799607
221,favorites,120.0
221,score,6.63
222,popularity,0.00020820320632937748
222,favorites,82.0
222,score,6.61
223,popularity,0.006622516556291391
223,favorites,17640.0
223,score,7.98
225,popularity,0.0028011204481792717
225,favorites,2271.0
225,score,6.52
226,popularity,0.012345679012345678
226,favorites,24894.0
226,score,7.46
227,popularity,0.004310344827586207
227,favorites,32596.0
227,score,8.04
228,popularity,0.0014326647564469914
228,favorites,3345.0
228,score,7.6
229,popularity,0.0002447980416156671
229,favorites,139.0
229,score,6.87
230,popularity,0.0002620545073375262
230,favorites,159.0
230,score,6.94
231,popularity,0.00013500742540839745
231,favorites,7.0
231,score,6.09
232,popularity,0.0018867924528301887
232,favorites,14562.0
232,score,8.18
233,popularity,0.00021222410865874363
233,favorites,260.0
233,score,7.63
234,popularity,0.00010835410120273052
234,favorites,3.0
234,score,6.63
235,popularity,0.0014084507042253522
235,favorites,15827.0
235,score,8.18
236,popularity,0.00017708517797060386
236,favorites,26.0
236,score,6.57
237,popularity,0.0017825311942959
237,favorites,9295.0
237,score,8.04
238,popularity,0.00034928396786587494
238,favorites,273.0
238,score,7.33
239,popularity,0.0009718172983479105
239,favorites,4036.0
239,score,8.11
240,popularity,0.0007022471910112359
240,favorites,1532.0
240,score,7.63
241,popularity,0.0006042296072507553
241,favorites,337.0
241,score,6.35
242,popularity,0.0002942907592701589
242,favorites,279.0
242,score,7.42
243,popularity,0.000501002004008016
243,favorites,1137.0
243,score,6.89
244,popularity,0.00013344008540165466
244,favorites,26.0
244,score,6.87
245,popularity,0.004545454545454545
245,favorites,28276.0
245,score,8.68
246,popularity,0.000445632798573975
246,favorites,384.0
246,score,7.2
247,popularity,0.00020951183741881415
247,favorites,117.0
247,score,6.99
248,popularity,0.0004847309743092584
248,favorites,262.0
248,score,6.61
249,popularity,0.004
249,favorites,19824.0
249,score,7.87
250,popularity,0.0005313496280552603
250,favorites,1352.0
250,score,7.55
251,popularity,0.0004904364884747426
251,favorites,1392.0
251,score,7.61
252,popularity,0.00027100271002710027
252,favorites,158.0
252,score,7.01
253,popularity,0.0002843332385555871
253,favorites,433.0
253,score,7.79
254,popularity,0.00016254876462938882
254,favorites,23.0
254,score,7.78
255,popularity,0.00014494854326714017
255,favorites,14.0
255,score,7.6
256,popularity,0.0006165228113440197
256,favorites,546.0
256,score,7.08
257,popularity,0.0006485084306095979
257,favorites,451.0
257,score,6.37
258,popularity,0.00018463810930576072
258,favorites,41.0
258,score,6.11
259,popularity,0.0001554726368159204
259,favorites,14.0
259,score,6.58
260,popularity,0.00022256843979523704
260,favorites,38.0
260,score,6.6
261,popularity,0.00017262213015708613
261,favorites,8.0
261,score,6.76
262,popularity,0.0001435544071202986
262,favorites,7.0
262,score,6.76
263,popularity,0.002849002849002849
263,favorites,24627.0
263,score,8.78
264,popularity,0.0005913660555884093
264,favorites,276.0
264,score,8.25
265,popularity,0.0005002501250625312
265,favorites,227.0
265,score,8.25
266,popularity,0.00018031013342949875
266,favorites,25.0
266,score,6.69
267,popularity,0.0007892659826361484
267,favorites,2517.0
267,score,7.81
268,popularity,0.0017421602787456446
268,favorites,6607.0
268,score,8.04
269,popularity,0.027777777777777776
269,favorites,81482.0
269,score,7.98
270,popularity,0.0034602076124567475
270,favorites,6513.0
270,score,7.5
271,popularity,0.0001691761123329386
271,favorites,29.0
271,score,6.63
272,popularity,0.0004918839153959665
272,favorites,899.0
272,score,7.27
273,popularity,0.00021838829438742082
273,favorites,34.0
273,score,6.68
274,popularity,0.0002834467120181406
274,favorites,253.0
274,score,7.16
275,popularity,0.00019857029388403494
275,favorites,13.0
275,score,5.83
276,popularity,0.00034129692832764505
276,favorites,219.0
276,score,7.13
277,popularity,0.00023674242424242425
277,favorites,50.0
277,score,7.12
278,popularity,0.00015820281601012498
278,favorites,28.0
278,score,6.76
279,popularity,0.0002628811777076761
279,favorites,146.0
279,score,7.06
280,popularity,9.890218573830482e-05
280,favorites,15.0
280,score,7.02
281,popularity,0.0001849796522382538
281,favorites,10.0
281,score,5.72
282,popularity,0.0001859773107680863
282,favorites,93.0
282,score,7.24
283,popularity,0.0002907822041291073
283,favorites,963.0
283,score,7.86
284,popularity,0.00017088174982911826
284,favorites,66.0
284,score,6.98
285,popularity,0.00022153300841825432
285,favorites,91.0
285,score,6.74
286,popularity,0.0001593879502709595
286,favorites,38.0
286,score,7.01
287,popularity,0.0006138735420503376
287,favorites,895.0
287,score,7.45
288,popularity,0.00048756704046806434
288,favorites,427.0
288,score,6.8
289,popularity,0.00019290123456790122
289,favorites,40.0
289,score,6.56
290,popularity,0.000308546744831842
290,favorites,479.0
290,score,7.62
291,popularity,0.00023713540431586437
291,favorites,35.0
291,score,6.92
292,popularity,0.0001987281399046105
292,favorites,52.0
292,score,6.76
293,popularity,0.000216076058772688
293,favorites,259.0
293,score,6.83
294,popularity,0.0001670843776106934
294,favorites,15.0
294,score,5.89
295,popularity,0.00013326226012793177
295,favorites,12.0
295,score,6.27
296,popularity,0.0002028809089064719
296,favorites,56.0
296,score,6.68
297,popularity,0.00031496062992125983
297,favorites,82.0
297,score,6.67
298,popularity,0.00034638032559750607
298,favorites,140.0
298,score,6.55
299,popularity,0.00023696682464454977
299,favorites,36.0
299,score,6.58
300,popularity,0.00022426553038797938
300,favorites,104.0
300,score,6.7
301,popularity,0.00013347570742124932
301,favorites,10.0
301,score,6.31
302,popularity,0.00030807147258163895
302,favorites,651.0
302,score,8.09
303,popularity,0.00019876764062810574
303,favorites,27.0
303,score,6.87
304,popularity,0.00026932399676811203
304,favorites,102.0
304,score,7.53
305,popularity,0.00011022927689594356
305,favorites,9.0
305,score,5.27
306,popularity,0.00042069835927639884
306,favorites,386.0
306,score,7.21
307,popularity,8.045052292839903e-05
307,favorites,4.0
307,score,6.05
308,popularity,0.00019413706076490002
308,favorites,75.0
308,score,6.86
309,popularity,0.0001234110823151919
309,favorites,8.0
309,score,6.09
310,popularity,8.376612497905847e-05
310,favorites,1.0
310,score,6.09
311,popularity,0.0001710278775440397
311,favorites,113.0
311,score,7.1
312,popularity,9.473285335354301e-05
312,favorites,10.0
312,score,6.85
313,popularity,0.00011132138483802739
313,favorites,13.0
313,score,6.9
314,popularity,0.00010281719103434094
314,favorites,40.0
314,score,7.19
315,popularity,9.56297217175098e-05
315,favorites,6.0
315,score,6.38
316,popularity,0.00011934598400763814
316,favorites,21.0
316,score,6.18
317,popularity,0.0008019246190858059
317,favorites,1112.0
317,score,7.71
318,popularity,0.00022930520522815867
318,favorites,39.0
318,score,6.68
319,popularity,0.00012027904738994468
319,favorites,7.0
319,score,5.98
320,popularity,0.0003786444528587656
320,favorites,398.0
320,score,6.53
321,popularity,0.00017373175816539263
321,favorites,17.0
321,score,5.96
322,popularity,0.0009328358208955224
322,favorites,5236.0
322,score,7.88
323,popularity,0.0018181818181818182
323,favorites,6157.0
323,score,7.66
324,popularity,0.00026946914578280785
324,favorites,493.0
324,score,7.69
325,popularity,0.00046425255338904364
325,favorites,922.0
325,score,6.92
326,popularity,0.00036023054755043225
326,favorites,476.0
326,score,7.24
327,popularity,0.00017448961786773688
327,favorites,98.0
327,score,7.4
328,popularity,0.00014037057832678272
328,favorites,12.0
328,score,5.98
329,popularity,0.0010080645161290322
329,favorites,4063.0
329,score,8.24
330,popularity,0.0006702412868632708
330,favorites,690.0
330,score,7.21
331,popularity,0.0001536806516059628
331,favorites,78.0
331,score,7.58
332,popularity,0.00010557432432432433
332,favorites,6.0
332,score,7.11
333,popularity,0.00012953367875647668
333,favorites,51.0
333,score,7.33
334,popularity,0.00031725888324873094
334,favorites,621.0
334,score,7.41
335,popularity,0.0002549069589599796
335,favorites,185.0
335,score,7.24
336,popularity,0.00016281341582546403
336,favorites,29.0
336,score,6.43
337,popularity,0.0001562744178777934
337,favorites,11.0
337,score,6.18
338,popularity,0.0004608294930875576
338,favorites,3352.0
338,score,8.35
339,popularity,0.004219409282700422
339,favorites,32026.0
339,score,8.1
340,popularity,0.00020777062123415748
340,favorites,138.0
340,score,7.54
341,popularity,0.00030175015087507544
341,favorites,305.0
341,score,7.2
342,popularity,0.00017674089784376105
342,favorites,38.0
342,score,6.92
343,popularity,0.00037537537537537537
343,favorites,288.0
343,score,6.92
344,popularity,0.0001511030522816561
344,favorites,74.0
344,score,7.34
345,popularity,0.00033003300330033004
345,favorites,377.0
345,score,7.61
346,popularity,0.00017482517482517483
346,favorites,15.0
346,score,6.11
347,popularity,0.00013736263736263736
347,favorites,14.0
347,score,6.62
348,popularity,0.0001887148518588413
348,favorites,63.0
348,score,6.44
349,popularity,0.000125203455615375
349,favorites,6.0
349,score,6.06
350,popularity,0.0003224766204450177
350,favorites,798.0
350,score,7.34
351,popularity,0.00020329335230737954
351,favorites,127.0
351,score,7.47
352,popularity,0.0002007628990162618
352,favorites,161.0
352,score,7.47
353,popularity,0.00018443378827001107
353,favorites,306.0
353,score,7.74
354,popularity,0.00014475969889982628
354,favorites,4.0
354,score,5.59
355,popularity,0.0022624434389140274
355,favorites,4999.0
355,score,7.44
356,popularity,0.005291005291005291
356,favorites,7535.0
356,score,7.27
357,popularity,0.0007886435331230284
357,favorites,974.0
357,score,6.53
358,popularity,0.0002105706464518846
358,favorites,71.0
358,score,6.88
359,popularity,0.00011446886446886447
359,favorites,6.0
359,score,6.16
360,popularity,0.00012277470841006753
360,favorites,1.0
360,score,6.13
361,popularity,0.00012512512512512512
361,favorites,5.0
361,score,5.74
362,popularity,0.0001042535446205171
362,favorites,2.0
362,score,6.08
363,popularity,9.946290033817386e-05
363,favorites,1.0
363,score,6.09
364,popularity,0.00017424638438752395
364,favorites,62.0
364,score,7.4
365,popularity,0.0001967342120794806
365,favorites,69.0
365,score,6.5
366,popularity,0.00025471217524197657
366,favorites,83.0
366,score,5.96
367,popularity,9.214042200313278e-05
367,favorites,6.0
367,score,7.02
368,popularity,0.00034317089910775565
368,favorites,593.0
368,score,6.59
369,popularity,0.0005790387955993051
369,favorites,1259.0
369,score,7.15
370,popularity,0.00016103059581320451
370,favorites,22.0
370,score,6.53
371,popularity,0.0004432624113475177
371,favorites,219.0
371,score,7.63
372,popularity,0.0004930966469428008
372,favorites,507.0
372,score,8.21
373,popularity,0.00016526194017517766
373,favorites,38.0
373,score,6.68
374,popularity,0.00012174336498660823
374,favorites,10.0
374,score,6.28
375,popularity,0.0001409046075806679
375,favorites,12.0
375,score,6.5
376,popularity,0.0007434944237918215
376,favorites,272.0
376,score,7.12
377,popularity,0.0001589319771137953
377,favorites,38.0
377,score,6.67
378,popularity,0.00011633317822242904
378,favorites,5.0
378,score,6.57
379,popularity,0.0004764173415912339
379,favorites,1051.0
379,score,7.48
380,popularity,0.0002022653721682848
380,favorites,53.0
380,score,7.12
381,popularity,0.0001934984520123839
381,favorites,43.0
381,score,7.23
382,popularity,0.00025144581342720644
382,favorites,92.0
382,score,6.31
383,popularity,0.00022701475595913735
383,favorites,211.0
383,score,7.01
384,popularity,0.0014265335235378032
384,favorites,2524.0
384,score,6.97
385,popularity,0.00027247956403269756
385,favorites,197.0
385,score,6.59
386,popularity,0.00014712373105781962
386,favorites,34.0
386,score,7.23
387,popularity,0.0011904761904761906
387,favorites,8826.0
387,score,7.99
388,popularity,0.0002585315408479835
388,favorites,328.0
388,score,7.82
389,popularity,0.0003351206434316354
389,favorites,322.0
389,score,7.35
390,popularity,0.0004923682914820286
390,favorites,667.0
390,score,7.16
391,popularity,0.00020181634712411706
391,favorites,42.0
391,score,6.76
392,popularity,0.0033003300330033004
392,favorites,24380.0
392,score,8.46
393,popularity,0.0003654970760233918
393,favorites,238.0
393,score,7.05
394,popularity,0.000321646831778707
394,favorites,87.0
394,score,7.11
395,popularity,0.0006361323155216285
395,favorites,450.0
395,score,7.01
396,popularity,0.00024154589371980676
396,favorites,282.0
396,score,7.64
397,popularity,0.00020559210526315788
397,favorites,127.0
397,score,7.77
398,popularity,0.0001818181818181818
398,favorites,61.0
398,score,7.61
399,popularity,9.645992090286486e-05
399,favorites,2.0
399,score,7.16
400,popularity,0.0006285355122564425
400,favorites,2279.0
400,score,7.83
401,popularity,0.0003972983710766786
401,favorites,385.0
401,score,7.96
402,popularity,8.409014463504877e-05
402,favorites,1.0
402,score,6.32
403,popularity,0.00023557126030624264
403,favorites,41.0
403,score,6.56
404,popularity,0.0002803476310625175
404,favorites,180.0
404,score,6.68
405,popularity,0.00048449612403100775
405,favorites,289.0
405,score,6.86
406,popularity,0.0001743071291615827
406,favorites,19.0
406,score,6.49
407,popularity,0.000245398773006135
407,favorites,266.0
407,score,7.73
408,popularity,0.00033932813030200206
408,favorites,130.0
408,score,7.28
411,popularity,0.00038138825324180017
411,favorites,374.0
411,score,7.24
412,popularity,0.0003745318352059925
412,favorites,132.0
412,score,6.5
413,popularity,0.0003447087211306446
413,favorites,298.0
413,score,2.23
415,popularity,0.0002962962962962963
415,favorites,118.0
415,score,7.09
416,popularity,0.0010277492291880781
416,favorites,2447.0
416,score,7.96
417,popularity,0.0002927400468384075
417,favorites,130.0
417,score,6.45
418,popularity,0.0002034587995930824
418,favorites,27.0
418,score,7.22
419,popularity,0.0003156565656565657
419,favorites,206.0
419,score,6.88
420,popularity,0.00025451768897938407
420,favorites,78.0
420,score,6.68
421,popularity,0.00016129032258064516
421,favorites,27.0
421,score,6.62
422,popularity,9.848335631278314e-05
422,favorites,1.0
422,score,6.65
423,popularity,0.00010001000100010001
423,favorites,2.0
423,score,6.77
424,popularity,0.0002457606291472106
424,favorites,248.0
424,score,7.22
425,popularity,0.00012832028743744385
425,favorites,11.0
425,score,6.33
426,popularity,0.0001740341106856944
426,favorites,20.0
426,score,6.05
427,popularity,0.00040551500405515005
427,favorites,1342.0
427,score,7.9
428,popularity,0.00016812373907195696
428,favorites,13.0
428,score,7.44
429,popularity,0.00016963528413910093
429,favorites,31.0
429,score,7.83
430,popularity,0.0012836970474967907
430,favorites,686.0
430,score,7.5
431,popularity,0.01
431,favorites,31281.0
431,score,8.67
432,popularity,0.00022143489813994686
432,favorites,145.0
432,score,7.05
433,popularity,0.0008326394671107411
433,favorites,744.0
433,score,7.41
434,popularity,0.00014158289678606824
434,favorites,10.0
434,score,5.56
435,popularity,0.00036656891495601173
435,favorites,606.0
435,score,7.45
